PackagingApparaat,Herkomst,Risicokwalificatie,Koffieboon,Panel Test,Klantretourpercentage,Registratiedatum,FillingDatumTijdEind,PackagingDatumTijdEind,FillingApparaat,Cost,Voorraadniveaus,FillingDatumTijdStart,Benuttingsgraad,GrindingDatumTijdEind,Cyclustijd,GrindingDatumTijdStart,LeverancierLevertijd,Leveranciersbeoordeling,Roosterprofiel,Klanttevredenheid,Gewichtscontrole,FillingID,Duurzaamheid Score,PackagingDatumTijdStart,Audit van Leverancier,Batchnr,CO2-Footprint,Opmerkingen,ProcessTime,Fair-Trade Score,Defectpercentage,Energieverbruik,GrindingApparaat,PackagingID,Laatste Audit,GrindingID
Packager 5,Angola,Laag,Excelsa,Voldoet niet,1.09%,2021-05-01,2023-03-17 06:25:18.218997,2023-03-17 07:17:30.882056,Filling Machine 5,470.6,500,2023-03-17 06:14:51.320005,69.72%,2023-03-17 05:56:31.431917,3.41,2023-03-17 05:40:22,10 dagen,4.0,Medium-Donker,2,0.92 kg,316,70,2023-03-17 06:54:00.289827,Goedgekeurd,9324,1.00 kg CO2/kg,Herziening vereist,3.41 hours,55,1.56%,418.0 kWh,Grinder 1,4011,2021-08-31,6632
Packager 5,Thailand,Laag,Excelsa,Voldoet niet,0.58%,2021-06-03,2023-04-18 23:20:34.781344,2023-04-19 01:13:02.254733,Filling Machine 1,533.12,100,2023-04-18 23:03:56.398068,74.45%,2023-04-18 22:54:18.493658,4.66,2023-04-18 22:42:12,28 dagen,3.0,Medium,2,0.94 kg,6507,56,2023-04-19 00:29:57.175340,Goedgekeurd,7274,4.19 kg CO2/kg,Geen,4.66 hours,44,1.42%,381.0 kWh,Grinder 1,3247,2021-12-03,6802
Packager 5,Malawi,Hoog,Robusta,Voldoet,0.78%,2022-01-16,2021-02-11 11:21:24.321046,2021-02-11 11:56:14.853979,Filling Machine 5,482.52,298,2021-02-11 11:12:07.707458,67.21%,2021-02-11 10:46:42.342088,3.65,2021-02-11 10:36:31,17 dagen,3.0,Medium,4,1.05 kg,6325,42,2021-02-11 11:35:53.110312,Afgekeurd,6029,2.54 kg CO2/kg,Geen,3.65 hours,59,2.72%,329.0 kWh,Grinder 2,5851,2022-10-28,2273
Packager 4,Ivoorkust,Laag,Robusta,Voldoet niet,1.32%,2020-03-19,2020-10-27 20:55:26.524352,2020-10-27 22:02:42.739829,Filling Machine 4,510.38,100,2020-10-27 20:39:35.507944,74.64%,2020-10-27 20:11:33.939637,4.21,2020-10-27 19:43:51,6 dagen,4.0,Medium,4,1.14 kg,2002,61,2020-10-27 21:43:55.183573,Goedgekeurd,5669,5.06 kg CO2/kg,Geen,4.21 hours,26,2.71%,235.0 kWh,Grinder 3,8077,2020-09-10,1681
Packager 5,India,Laag,Robusta,Voldoet gedeeltelijk,0.59%,2022-11-21,2022-02-28 17:03:12.500275,2022-02-28 18:24:38.591701,Filling Machine 1,511.01,100,2022-02-28 16:36:31.372095,74.28%,2022-02-28 16:07:05.603118,4.22,2022-02-28 15:42:56,18 dagen,6.0,Medium,1,0.85 kg,8180,52,2022-02-28 18:10:18.773219,Goedgekeurd,8080,6.76 kg CO2/kg,Geen,4.22 hours,23,1.44%,261.0 kWh,Grinder 2,7835,2023-04-04,4492
Packager 2,Angola,Matig,Arabica,Voldoet,1.15%,2020-02-18,2021-10-07 03:43:20.642262,2021-10-07 05:28:30.768240,Filling Machine 1,624.74,100,2021-10-07 03:30:10.345237,65.25%,2021-10-07 02:58:07.768669,6.49,2021-10-07 02:53:05,17 dagen,1.0,Medium-Donker,6,0.99 kg,4492,30,2021-10-07 05:00:06.867107,Afgekeurd,3128,,Geen,6.49 hours,100,2.35%,123.0 kWh,Grinder 4,8836,2020-11-22,3632
Packager 4,Cuba,Zeer Hoog,Robusta,Voldoet niet,0.58%,2021-01-24,2022-08-28 07:02:16.377688,2022-08-28 08:31:26.781291,Filling Machine 3,505.05,298,2022-08-28 06:51:58.372862,68.67%,2022-08-28 06:04:32.225837,4.17,2022-08-28 05:40:28,13 dagen,6.0,Licht,3,1.47 kg,2100,72,2022-08-28 08:02:23.166409,Afgekeurd,8724,2.85 kg CO2/kg,Geen,4.17 hours,77,2.09%,273.0 kWh,Grinder 4,5468,2021-07-06,5495
Packager 1,Dominicaanse Republiek,Hoog,Arabica,Voldoet,0.54%,2023-09-08,2020-12-03 05:20:48.467493,2020-12-03 07:07:46.689770,Filling Machine 2,542.8,100,2020-12-03 05:06:51.186942,77.53%,2020-12-03 04:44:16.372130,4.86,2020-12-03 04:23:18,16 dagen,6.0,Medium,1,1.01 kg,5898,53,2020-12-03 06:38:35.996596,Herziening vereist,1160,9.11 kg CO2/kg,Geen,4.86 hours,35,2.51%,227.0 kWh,Grinder 3,4021,2023-11-05,1878
Packager 1,Dominicaanse Republiek,Matig,Robusta,Voldoet niet,1.12%,2023-03-12,2020-10-20 14:03:21.154495,2020-10-20 15:18:15.935286,Filling Machine 2,509.91,298,2020-10-20 13:53:38.715746,61.66%,2020-10-20 13:12:51.341235,4.2,2020-10-20 13:00:58,13 dagen,5.0,Donker,6,1.12 kg,4577,-10,2020-10-20 14:57:10.195396,Goedgekeurd,8339,1.00 kg CO2/kg,Geen,4.20 hours,47,1.98%,211.0 kWh,Grinder 3,638,2023-11-20,XXXX
Packager 4,Haïti,Laag,Robusta,Voldoet niet,1.18%,2021-01-11,2020-08-16 22:16:11.873746,2020-08-17 00:11:32.343910,Filling Machine 1,502.72,300,2020-08-16 22:04:51.351642,65.20%,2020-08-16 21:34:23.523121,4.1,2020-08-16 21:14:49,9 dagen,7.0,Medium,4,1.17 kg,2310,80,2020-08-16 23:54:50.812931,Goedgekeurd,2261,5.59 kg CO2/kg,Geen,4.05 hours,67,0.83%,293.0 kWh,Grinder 4,2992,2021-06-08,1238
###,Madagascar,Kritiek,Excelsa,Voldoet,1.48%,,2022-01-23 04:39:48.523350,2022-01-23 06:20:23.323158,Filling Machine 2,523.49,100,2022-01-23 04:29:15.906323,77.00%,2022-01-23 04:11:10.120960,4.47,2022-01-23 03:52:00,17 dagen,1.0,Medium,5,1.05 kg,7501,53,2022-01-23 05:51:28.540259,Afgekeurd,3373,7.93 kg CO2/kg,Geen,4.47 hours,52,0.13%,292.0 kWh,Grinder 5,9034,2023-08-22,4254
Packager 2,Dominicaanse Republiek,Laag,Robusta,Voldoet,1.54%,2022-07-14,2023-05-06 11:01:28.872436,2023-05-06 12:29:38.155813,Filling Machine 1,454.65,100,2023-05-06 10:48:00.904301,56.89%,2023-05-06 10:15:49.257428,4.1,2023-05-06 09:47:31,12 dagen,4.0,Medium,7,0.66 kg,3022,40,2023-05-06 12:01:57.041234,Goedgekeurd,1865,7.29 kg CO2/kg,Geen,3.09 hours,30,0.64%,327.0 kWh,Grinder 1,2049,2023-01-17,6905
Packager 5,Jemen,Zeer Hoog,Arabica,Voldoet niet,1.05%,2023-07-23,2023-04-21 22:20:08.095067,2023-04-22 00:30:11.951374,Filling Machine 5,557.37,500,2023-04-21 22:00:29.394321,67.47%,2023-04-21 21:18:39.149998,5.15,2023-04-21 20:55:11,11 dagen,7.0,Medium,5,0.99 kg,8073,49,2023-04-21 23:37:52.197566,Herziening vereist,5693,2.97 kg CO2/kg,Geen,5.15 hours,85,2.62%,209.0 kWh,Grinder 4,1513,2023-11-12,6819
Packager 4,Puerto Rico,Hoog,Excelsa,Voldoet gedeeltelijk,0.63%,2021-08-30,2023-07-08 08:01:57.602043,2023-07-08 09:29:41.139998,Filling Machine 2,505.58,400,2023-07-08 07:47:44.097040,90.85%,2023-07-08 07:13:37.880345,4.11,2023-07-08 07:01:36,21 dagen,,Medium,1,1.19 kg,2056,28,2023-07-08 08:55:24.560187,Goedgekeurd,7608,5.27 kg CO2/kg,Geen,4.11 hours,20,2.38%,431.0 kWh,Grinder 1,5341,2022-06-07,7242
Packager 3,Ethiopië,Zeer Hoog,Arabica,Voldoet,1.24%,2021-05-27,2022-02-20 16:15:07.241332,2022-02-20 17:49:14.079651,Filling Machine 3,503.46,100,2022-02-20 16:06:42.495581,57.31%,2022-02-20 15:36:38.156990,4.07,2022-02-20 15:05:50,11 dagen,6.0,Medium,1,1.08 kg,2388,61,2022-02-20 17:06:51.638971,Herziening vereist,6929,3.80 kg CO2/kg,Uitstekende kwaliteit,4.07 hours,30,1.10%,294.0 kWh,Grinder 3,5345,2021-09-08,4443
Packager 2,Bolivia,Laag,Arabica,Voldoet,1.49%,2021-07-20,2021-08-30 09:56:12.329038,2021-08-30 11:52:12.359211,Filling Machine 2,505.05,100,2021-08-30 09:44:50.429591,78.92%,2021-08-30 09:10:51.047699,3.63,2021-08-30 08:48:31,20 dagen,7.0,Medium,7,0.61 kg,6624,38,2021-08-30 11:24:23.120930,Goedgekeurd,8986,9.21 kg CO2/kg,Uitstekende kwaliteit,3.63 hours,34,1.41%,397.0 kWh,Grinder 1,4409,2022-03-11,3416
Packager 1,Kameroen,Hoog,Robusta,Voldoet,0.64%,2023-02-22,2022-04-23 21:23:56.660592,2022-04-23 22:42:33.128492,Filling Machine 4,429.29,300,2022-04-23 21:07:13.580479,89.75%,2022-04-23 20:44:59.749513,2.59,2022-04-23 20:17:14,6 dagen,4.0,Medium-Donker,5,0.96 kg,9949,-10,2022-04-23 22:15:57.233913,Goedgekeurd,1548,2.16 kg CO2/kg,Uitstekende kwaliteit,2.59 hours,60,1.08%,,Grinder 1,1084,2024-01-15,4801
,Panama,Matig,Arabica,Voldoet,0.82%,2021-04-22,2022-06-16 17:40:30.170467,2022-06-16 19:09:51.665949,Filling Machine 3,540.6,400,2022-06-16 17:25:08.079294,80.75%,2022-06-16 16:54:39.830450,4.81,2022-06-16 16:34:01,10 dagen,3.0,Licht,1,1.07 kg,483,999,2022-06-16 18:32:42.134036,Afgekeurd,1046,6.14 kg CO2/kg,Geen,4.81 hours,71,0.65%,241.0 kWh,Grinder 4,7331,2021-08-27,5121
Packager 1,Costa Rica,Matig,Arabica,Voldoet,0.81%,2021-11-09,2022-08-09 14:00:13.265783,2022-08-09 15:06:51.094019,Filling Machine 5,521.71,400,2022-08-09 13:42:55.092688,72.84%,2022-08-09 13:00:56.176141,4.43,2022-08-09 12:45:33,10 dagen,9.0,Medium-Donker,6,0.99 kg,628,28,2022-08-09 14:47:12.361734,Goedgekeurd,7078,2.53 kg CO2/kg,Geen,4.43 hours,72,5.00%,298.0 kWh,Grinder 1,454,2022-01-08,5400
Packager 1,Filipijnen,Laag,Liberica,Voldoet,0.69%,2022-06-18,2022-04-25 15:32:36.999926,2022-04-25 17:12:50.156596,Filling Machine 4,522.51,100,2022-04-25 15:13:51.551987,83.20%,2022-04-25 14:35:06.708442,4.45,2022-04-25 14:07:45,7 dagen,5.0,Medium,4,0.80 kg,8367,57,2022-04-25 16:23:27.548580,Goedgekeurd,5121,3.76 kg CO2/kg,Geen,4.45 hours,42,2.45%,333.0 kWh,Grinder 1,5318,2022-11-04,4813
Packager 5,Ivoorkust,Matig,Robusta,Voldoet gedeeltelijk,0.58%,2021-10-22,2022-10-01 10:42:56.788435,2022-10-01 12:01:33.237579,Filling Machine 4,448.76,200,2022-10-01 10:32:22.586840,72.18%,2022-10-01 09:47:29.700071,2.98,2022-10-01 09:18:35,23 dagen,3.0,Medium,6,1.05 kg,5270,51,2022-10-01 11:36:55.753013,Herziening vereist,6854,6.23 kg CO2/kg,Geen,2.98 hours,27,1.30%,227.0 kWh,Grinder 3,4671,2022-03-04,5707
Packager 1,Zimbabwe,Laag,Excelsa,Voldoet niet,0.00%,2020-03-31,2021-05-07 10:35:54.601142,2021-05-07 11:47:13.338473,Filling Machine 3,502.96,300,2021-05-07 10:22:07.573505,62.08%,2021-05-07 09:56:53.805213,4.06,2021-05-07 09:41:03,11 dagen,5.0,Medium,6,1.11 kg,5287,45,2021-05-07 11:23:57.250084,Goedgekeurd,7452,2.17 kg CO2/kg,Geen,4.06 hours,71,3.50%,188.0 kWh,Grinder 3,7657,2021-01-16,2759
Packager 5,Tanzania,Hoog,Robusta,Voldoet gedeeltelijk,1.00%,2020-01-09,2020-05-20 23:49:15.819932,2020-05-21 01:24:47.669794,Filling Machine 3,553.39,300,2020-05-20 23:29:57.894686,66.29%,2020-05-20 23:11:39.120848,5.07,2020-05-20 22:57:29,29 dagen,1.0,Medium,4,0.82 kg,9752,51,2020-05-21 00:50:11.998257,Herziening vereist,8905,4.99 kg CO2/kg,Geen,5.07 hours,34,2.96%,,Grinder 4,4719,2020-02-24,757
Packager 3,Colombia,Matig,Liberica,Voldoet niet,1.28%,2023-05-06,2021-02-15 15:51:16.035980,2021-02-15 17:53:57.574774,Filling Machine 1,505.05,300,2021-02-15 15:36:13.207487,79.95%,2021-02-15 15:19:09.671621,3.98,2021-02-15 15:01:42,20 dagen,6.0,Licht,1,1.42 kg,2840,40,2021-02-15 17:07:46.474735,Goedgekeurd,8521,4.03 kg CO2/kg,Geen,3.98 hours,59,2.01%,295.0 kWh,Grinder 4,1360,2023-06-22,2309
Packager 4,Nicaragua,Laag,Arabica,Voldoet,0.39%,2020-01-24,onbekend,2021-01-29 18:05:54.210205,Filling Machine 4,419.49,298,2021-01-29 15:51:04.996935,75.45%,2021-01-29 15:17:17.133534,2.39,31-02-2025 25:61:61,18 dagen,5.0,Medium-Donker,3,0.98 kg,3041,52,0000-00-00 00:00:00,Goedgekeurd,7461,2.54 kg CO2/kg,Geen,2.39 hours,28,1.26%,411.0 kWh,Grinder 1,6395,2021-01-19,2202
Packager 2,Filipijnen,Kritiek,Liberica,Voldoet,1.53%,2020-09-06,2022-03-31 16:49:45.030355,2022-03-31 17:41:27.819194,Filling Machine 4,541.47,298,2022-03-31 16:34:06.224467,71.33%,2022-03-31 16:10:53.208692,4.83,2022-03-31 15:52:05,13 dagen,4.0,Medium,7,,8799,41,2022-03-31 17:21:58.422699,Afgekeurd,8338,9.08 kg CO2/kg,Geen,4.83 hours,23,3.04%,250.0 kWh,Grinder 4,8772,2020-11-20,4692
Packager 3,India,Hoog,Arabica,Voldoet,1.16%,2022-10-23,2022-09-16 14:20:03.576585,2022-09-16 16:34:09.942561,Filling Machine 2,550.98,100,2022-09-16 14:06:14.009031,74.81%,2022-09-16 13:30:00.276780,5.02,2022-09-16 13:14:13,11 dagen,5.0,Medium,4,,9180,29,2022-09-16 16:02:08.889765,Goedgekeurd,8097,9.40 kg CO2/kg,Geen,5.02 hours,51,2.08%,173.0 kWh,Grinder 4,4960,2023-10-15,5611
Packager 2,Haïti,Matig,Liberica,Voldoet,0.45%,2023-09-17,2021-09-23 07:09:06.218930,2021-09-23 08:40:52.560448,Filling Machine 1,477.13,200,2021-09-23 06:54:09.048620,71.01%,2021-09-23 06:07:16.838173,3.54,2021-09-23 05:45:11,13 dagen,3.0,Medium,4,0.82 kg,5660,24,2021-09-23 08:24:48.797665,Goedgekeurd,3072,6.16 kg CO2/kg,Geen,3.54 hours,36,2.54%,227.0 kWh,Grinder 4,7326,2024-03-01,3554
Packager 1,Angola,Laag,Arabica,Voldoet,1.30%,2022-02-22,2023-11-19 12:40:02.612315,2023-11-19 14:10:59.661679,Filling Machine 1,489.25,100,2023-11-19 12:32:54.022062,69.30%,2023-11-19 12:11:41.866913,3.79,2023-11-19 11:41:31,18 dagen,5.0,Medium,2,1.18 kg,8765,42,2023-11-19 13:57:46.045298,Goedgekeurd,1863,4.87 kg CO2/kg,Geen,3.79 hours,43,2.07%,229.0 kWh,Grinder 4,3816,2022-08-27,7946
Packager 2,Jemen,Matig,Robusta,Voldoet,1.04%,2020-06-03,2022-09-14 05:04:17.741480,2022-09-14 06:32:47.109585,Filling Machine 5,509.39,300,0000-00-00 00:00:00,63.94%,2022-09-14 04:33:49.120282,4.19,2022-09-14 04:22:54,10 dagen,4.0,Licht,7,0.83 kg,3034,50,2022-09-14 05:59:13.236433,Herziening vereist,4936,,Geen,4.19 hours,54,1.49%,210.0 kWh,Grinder 4,3875,2021-05-02,5595
Packager 3,Haïti,Laag,Arabica,Voldoet gedeeltelijk,0.87%,2023-09-19,2021-09-09 20:10:28.021945,2021-09-09 21:48:46.592206,Filling Machine 1,502.58,400,2021-09-09 19:52:54.666619,78.80%,2021-09-09 19:23:23.011344,4.05,2021-09-09 19:13:12,5 dagen,1.0,Medium-Donker,onbekend,1.14 kg,4013,64,2021-09-09 21:14:45.263218,Goedgekeurd,3962,6.13 kg CO2/kg,Geen,4.05 hours,66,1.27%,259.0 kWh,Grinder 4,1923,,3474
Packager 2,Bolivia,Hoog,Arabica,Voldoet,1.04%,2021-08-21,2022-08-29 15:18:06.459019,2022-08-29 16:38:54.542279,Filling Machine 4,440.57,300,2022-08-29 14:56:07.559391,70.82%,2022-08-29 14:42:52.029837,4.1,2022-08-29 14:28:17,12 dagen,2.0,Donker,5,1.15 kg,2281,56,2022-08-29 16:07:04.452122,Afgekeurd,9148,7.70 kg CO2/kg,Herziening vereist,???,33,0.72%,366.0 kWh,Grinder 1,6001,2022-02-13,5503
Packager 5,Dominicaanse Republiek,Matig,Arabica,Voldoet gedeeltelijk,0.72%,2022-07-09,2021-08-15 21:47:34.979868,31-02-2025 25:61:61,Filling Machine 1,569.73,298,2021-08-15 21:33:54.827151,55.93%,2021-08-15 21:04:33.150097,5.39,2021-08-15 20:39:49,9 dagen,3.0,Medium,3,1.03 kg,8925,55,2021-08-15 22:15:19.991730,Afgekeurd,5518,2.53 kg CO2/kg,Uitstekende kwaliteit,5.39 hours,60,2.10%,220.0 kWh,Grinder 5,4921,2023-06-23,3340
Packager 3,Jamaica,Matig,Arabica,Voldoet,1.48%,2021-11-29,2023-09-29 21:33:49.086475,2023-09-29 22:59:14.604034,Filling Machine 2,567.57,100,2023-09-29 21:16:13.362021,58.54%,2023-09-29 20:44:37.371133,5.35,2023-09-29 20:28:14,15 dagen,3.0,Licht,6,0.91 kg,9028,33,onbekend,Afgekeurd,3602,,Geen,5.35 hours,55,1.79%,427.0 kWh,Grinder 1,8134,2022-06-24,7689
Packager 3,Jemen,Laag,Arabica,Voldoet,1.30%,2022-03-01,31-02-2025 25:61:61,2020-11-15 01:33:10.302550,Filling Machine 1,527.35,100,2020-11-14 23:50:12.291771,67.47%,2020-11-14 23:31:48.729866,4.55,2020-11-14 23:12:47,13 dagen,5.0,Medium,-3,0.83 kg,4433,36,2020-11-15 00:59:42.073787,Goedgekeurd,8004,2.88 kg CO2/kg,Geen,4.55 hours,61,3.34%,315.0 kWh,Grinder 2,2020,2022-10-03,1770
Packager 4,Colombia,Zeer Hoog,Robusta,Voldoet,0.60%,,2022-06-14 20:38:34.569571,2022-06-14 21:58:57.876147,Filling Machine 5,469.35,500,2022-06-14 20:29:52.629609,61.74%,2022-06-14 20:03:43.530508,3.39,2022-06-14 19:39:14,15 dagen,7.0,Medium,4,1.23 kg,8112,21,2022-06-14 21:42:42.706460,Herziening vereist,2051,3.74 kg CO2/kg,Geen,3.39 hours,87,1.20%,286.0 kWh,Grinder 4,9952,2020-10-05,5103
Packager 3,Myanmar,Hoog,Arabica,Voldoet niet,0.54%,2021-03-28,2022-11-29 11:30:55.253756,2022-11-29 13:03:43.168018,Filling Machine 5,549.63,500,2022-11-29 11:09:10.677475,80.29%,2022-11-29 10:36:56.318546,4.99,2022-11-29 10:25:14,11 dagen,2.0,Medium-Donker,5,0.95 kg,7525,999,2022-11-29 12:17:54.699798,Herziening vereist,7492,4.85 kg CO2/kg,Geen,4.99 hours,51,2.00%,236.0 kWh,Grinder 4,1927,2021-10-30,6013
Packager 3,Nicaragua,Matig,Arabica,Voldoet gedeeltelijk,1.46%,2020-01-11,2022-01-07 13:43:25.163515,2022-01-07 14:21:49.512646,Filling Machine 4,505.82,298,2022-01-07 13:31:42.579825,71.96%,2022-01-07 12:50:48.414158,4.12,2022-01-07 12:22:16,17 dagen,4.0,Medium,6,0.93 kg,1047,56,2022-01-07 14:07:46.360528,Herziening vereist,5015,6.75 kg CO2/kg,Herziening vereist,4.12 hours,39,1.35%,347.0 kWh,Grinder 1,6113,2020-04-02,4167
Packager 1,Honduras,Hoog,Robusta,Voldoet gedeeltelijk,0.78%,2023-07-14,2022-02-02 13:43:12.350773,2022-02-02 15:51:42.215559,Filling Machine 4,505.05,300,0000-00-00 00:00:00,69.49%,2022-02-02 13:04:26.063228,4.72,2022-02-02 12:39:30,10 dagen,4.0,Medium,5,1.30 kg,6298,44,2022-02-02 15:24:38.387799,Goedgekeurd,6115,10.00 kg CO2/kg,Geen,4.72 hours,41,1.06%,abc kWh,Grinder 4,3286,2023-08-24,4316
Packager 5,Laos,Hoog,Robusta,Voldoet,1.66%,2020-05-15,2022-04-06 06:37:48.195076,2022-04-06 08:11:37.695179,Filling Machine 3,563.74,100,2022-04-06 06:17:38.496381,66.23%,2022-04-06 05:40:00.307747,5.27,2022-04-06 05:20:41,9 dagen,4.0,Licht,2,0.78 kg,7616,-10,2022-04-06 07:39:17.205461,Herziening vereist,8914,1.00 kg CO2/kg,Herziening vereist,5.27 hours,26,1.13%,238.0 kWh,Grinder 5,8167,2020-08-23,XXXX
Packager 2,Kenia,Kritiek,Arabica,Voldoet,0.48%,2020-05-20,2020-02-29 04:51:32.603028,2020-02-29 06:42:52.664278,Filling Machine 2,472.47,298,2020-02-29 04:38:02.487720,65.32%,2020-02-29 04:09:33.487210,3.45,2020-02-29 03:53:09,15 dagen,6.0,Medium-Donker,1,0.95 kg,1661,39,2020-02-29 06:03:55.764173,Afgekeurd,8600,4.69 kg CO2/kg,Geen,3.45 hours,61,2.81%,196.0 kWh,Grinder 3,3117,2021-04-28,341
Packager 1,Zambia,Matig,Robusta,Voldoet,1.73%,2021-01-15,2022-06-13 11:20:36.946920,2022-06-13 12:16:39.991112,Filling Machine 1,490.61,200,2022-06-13 11:09:38.426419,80.74%,2022-06-13 10:32:51.400721,3.81,2022-06-13 10:17:37,13 dagen,5.0,Licht,2,1.20 kg,3904,58,2022-06-13 11:48:03.233365,Goedgekeurd,1522,7.99 kg CO2/kg,Uitstekende kwaliteit,3.81 hours,24,3.71%,298.0 kWh,Grinder 4,2330,2021-05-07,5092
Packager 2,Tanzania,Laag,Arabica,Voldoet niet,0.30%,2021-04-07,2023-02-02 16:25:32.543245,2023-02-02 17:55:37.584156,Filling Machine 4,476.26,200,2023-02-02 16:05:23.608720,83.04%,2023-02-02 15:11:39.169875,3.53,2023-02-02 15:04:51,17 dagen,5.0,Medium,5,1.34 kg,7640,58,2023-02-02 17:14:04.044906,Goedgekeurd,3075,5.25 kg CO2/kg,Geen,3.53 hours,37,1.12%,240.0 kWh,Grinder 4,5434,2021-11-09,0000
Packager 2,Puerto Rico,Hoog,Robusta,Voldoet,0.89%,2021-06-08,2023-03-17 13:25:20.748198,2023-03-17 14:31:40.668385,Filling Machine 1,450.67,200,2023-03-17 13:21:59.305385,50.00%,2023-03-17 12:30:32.953452,3.01,2023-03-17 12:20:11,14 dagen,5.0,Medium,2,0.79 kg,101,65,2023-03-17 14:13:15.957457,Goedgekeurd,5455,,Geen,3.01 hours,54,2.51%,239.0 kWh,Grinder 5,8273,2021-11-17,6634
Packager 4,Vietnam,Kritiek,Robusta,Voldoet gedeeltelijk,0.85%,2020-09-03,2022-03-17 19:10:41.278950,2022-03-17 20:42:30.462614,Filling Machine 5,469.35,400,2022-03-17 18:56:36.890043,55.07%,2022-03-17 18:13:19.770749,3.39,2022-03-17 17:47:00,12 dagen,2.0,Medium,2,0.89 kg,1605,8,2022-03-17 20:01:16.405227,Afgekeurd,9934,4.55 kg CO2/kg,Geen,3.39 hours,69,1.79%,250.0 kWh,Grinder 3,5105,2021-04-12,4605
Packager 1,Laos,Hoog,Robusta,Voldoet,1.13%,2022-12-24,2020-09-08 11:33:58.642673,2020-09-08 12:35:32.828208,Filling Machine 5,537.04,200,2020-09-08 11:15:54.546248,81.02%,2020-09-08 10:47:14.673917,4.74,2020-09-08 10:34:30,14 dagen,4.0,Licht,7,0.78 kg,747,999,2020-09-08 12:06:42.309070,Goedgekeurd,6231,4.55 kg CO2/kg,Uitstekende kwaliteit,4.74 hours,94,0.00%,305.0 kWh,Grinder 1,3221,2023-03-27,1376
Packager 4,Peru,Zeer Hoog,Arabica,Voldoet,0.88%,2023-03-13,2022-06-06 04:34:00.731554,2022-06-06 05:49:46.508636,Filling Machine 3,511.28,298,2022-06-06 04:25:03.863997,83.31%,2022-06-06 04:00:58.162817,4.23,2022-06-06 03:29:00,10 dagen,5.0,Licht,4,0.71 kg,1727,40,2022-06-06 05:10:56.216667,Afgekeurd,1351,5.46 kg CO2/kg,Uitstekende kwaliteit,4.23 hours,55,1.60%,,Grinder 1,5304,2023-11-24,5048
Packager 1,Malawi,Hoog,Arabica,Voldoet niet,0.18%,2023-06-18,onbekend,2020-10-13 10:04:10.097311,Filling Machine 4,445.43,100,2020-10-13 08:39:48.372586,79.06%,2020-10-13 08:21:42.430728,2.91,2020-10-13 07:57:05,9 dagen,2.0,Licht,7,1.17 kg,4029,82,2020-10-13 09:18:06.298136,Goedgekeurd,5661,5.99 kg CO2/kg,Geen,2.91 hours,38,2.37%,221.0 kWh,Grinder 2,2213,2024-05-12,1583
Packager 3,Peru,Hoog,Arabica,Voldoet,1.37%,2020-05-17,2022-06-28 04:48:31.363745,2022-06-28 05:23:12.079111,Filling Machine 3,487.93,300,2022-06-28 04:37:51.550329,74.99%,2022-06-28 03:57:17.653648,3.76,2022-06-28 03:41:37,10 dagen,3.0,Donker,1,1.25 kg,4845,44,2022-06-28 05:06:20.343601,Herziening vereist,2403,3.68 kg CO2/kg,Geen,3.76 hours,28,1.46%,303.0 kWh,Grinder 2,6081,2021-03-11,5180
Packager 4,Puerto Rico,Matig,Robusta,Voldoet,0.51%,2021-08-26,2021-02-14 16:55:55.002491,2021-02-14 19:07:26.773206,Filling Machine 4,485.92,100,2021-02-14 16:39:47.773587,79.24%,2021-02-14 16:16:02.829938,3.72,2021-02-14 15:50:35,8 dagen,,Licht,6,0.94 kg,2016,86,2021-02-14 18:32:35.023321,Herziening vereist,4879,5.96 kg CO2/kg,Uitstekende kwaliteit,3.72 hours,41,3.14%,267.0 kWh,Grinder 5,5849,2022-03-05,2301
Packager 3,Guatemala,Kritiek,Excelsa,Voldoet,0.91%,2022-11-19,2020-06-27 20:32:13.125327,2020-06-27 22:16:41.423256,Filling Machine 4,476.11,500,2020-06-27 20:23:05.950838,83.58%,2020-06-27 19:53:52.667697,3.52,2020-06-27 19:33:19,18 dagen,3.0,Donker,3,1.03 kg,5585,48,2020-06-27 22:00:53.971096,Afgekeurd,1953,3.41 kg CO2/kg,Geen,3.52 hours,40,2.35%,227.0 kWh,Grinder 4,9537,2023-10-09,977
Packager 3,Zimbabwe,Kritiek,Liberica,Voldoet niet,2.00%,2022-01-02,2023-07-01 17:16:19.418121,2023-07-01 18:55:48.034065,Filling Machine 3,562.76,300,2023-07-01 17:13:08.569711,91.73%,2023-07-01 16:37:42.786267,5.26,2023-07-01 16:13:13,14 dagen,4.0,Medium,5,0.50 kg,688,63,2023-07-01 18:15:42.445422,Herziening vereist,7885,9.92 kg CO2/kg,Geen,5.26 hours,43,0.00%,254.0 kWh,Grinder 4,705,2022-10-16,7215
Packager 5,Zimbabwe,Matig,Arabica,Voldoet niet,0.84%,2021-07-14,2023-01-18 11:42:08.109818,2023-01-18 12:44:03.640050,Filling Machine 5,551.35,100,2023-01-18 11:25:23.009390,73.79%,2023-01-18 11:04:51.231721,5.03,2023-01-18 10:49:23,11 dagen,,Medium,6,1.21 kg,9182,31,2023-01-18 12:15:27.956993,Goedgekeurd,8478,3.14 kg CO2/kg,Geen,5.03 hours,65,2.36%,194.0 kWh,Grinder 4,7154,2022-07-03,6330
